ID,A,B,感情
1_652,いやああの番組感動したな。,どんな番組だったの？,感動する
1_653,流石にくちゃくちゃいいながら食べるのはないでしょう。その人の隣でご飯食べるの気持ち悪くなっちゃって。,私も嫌だな。あれやる人やめて欲しいよね。,嫌悪感を抱く
1_654,懸賞今度こそ当たるようにはがきにびっしり書いちゃった。,それって確率変わるのかな。,期待する
1_655,英検今度こそ受かっていると思う。,おっ、自信ありげじゃん。,自信がある
1_656,あいつサイテー！他の女と浮気してた。,うっわ、最悪。なんでそんな男と付き合ったの。,激怒する
1_657,今日傘忘れちゃった。どうしよう、雨降らないかな。,天気予報だと昼過ぎから降り出すって言ってたよ。,不安に思う
1_658,明日とうとう対応の新作ゲームが発売されるんだよね。今から仕事が手に付かないや。,どんなゲームなの？,待ち望む
1_659,久々にカラオケ行ったの楽しかったな。,声出すのストレス発散になるよね。誰と行ったの？,楽しい
1_660,この間学生の時に使っていた学習机掃除してたら、教科書が沢山出てきてさ。,へえ、まだ取っておいたんだ。,懐かしい
1_661,あーあ、やっぱり限定版のコミック売り切れだった。もっと早く買いに行けば良かった。,そんなに人気なの？どこの本屋行ってもダメだった？,がっかりする
1_662,明日はピアノの発表会だ。頑張らなきゃ。,明日なんだ、頑張ってね。自信はあるの？,心構えする
1_663,知り合いが宝くじ当たったみたい。いいなー。私も毎回ジャンボ宝くじ買ってるんだけれどな。,なかなか当たるものじゃないって。いくらあたったの？,羨ましい
1_664,3年間サッカーに打ち込んできて、この間最後の試合で負けたときもう十分だと思った。,お疲れ様。これからはどうするの？,満足
1_665,沢山薬も飲んでいるし頑張っているのに、病状はよくならない。もうダメかも。,そんなこと言うなよ。必ず良くなるって。,打ちのめされる
1_666,先日白いスカート買ったんだ。とっても素敵なんだけれど、問題が発覚して。,着ているところ見てみたいな。でもその問題って何なの？,恥ずかしい
1_667,この間バスに乗っているとき大きなベビーカー抱えているお母さんいてさ、丁度一緒の場所で降りるところだったから下ろすの手伝ってあげたんだ。,私だったら尻込みしそう。君とてもいいことをしたね。,思いやりを持つ
1_668,昔お母さんに書いた絵が出てきて、なんだかこんなこともあったなって思ったんだ。,ちゃんと取っていてくれたんだね。大切なものだったんだよ。,感傷的になる
1_669,きっと私の子はアメリカに一人で留学しても大丈夫だと思うの。,でも何かあったりしたら。あなた不安じゃないの？,信頼する
1_670,この間靴下片一方別のもの履いてきて、取り繕うのが大変だった。,たまに私もあるから気持ちわかるな。あちゃーって思うんだよね。,恥じる
1_671,懸念材料があるとすれば、私たちがイベントを行う日に別の会場で同じようなイベントが行われていると言うことです。,日程がバッティングしているのですね。するとどうなるのでしょう。,懸念する
1_672,真心を込めて商品の和菓子を作っています。お客様に喜んで頂けるように一つずつ手作業です。,繊細な仕事ぶりですね。どういったときにやりがいを感じますか？,誠実な気持ち
1_673,昨日夜中に地震があって飛び起きたよ。,大丈夫だった？結構揺れたの？,おどろく
1_674,今度友だちとスイーツバイキングいくんだ。今から楽しみで仕方が無いよ。,楽しそうだね。どんなスイーツがあるところ？,わくわくする
1_675,僕の取っておいたプリン、冷蔵庫に残しておいたのにいつの間にか食べられて、もう腹立っているよ。,残念だったね。誰が犯人だったの？,怒る
1_676,先日の県大会で、棒高跳びの大会記録を出して優勝した。,すごいなあ、おめでとう。どれくらい更新したの？,誇りに思う
1_677,彼が何も話してくれなくて悲しい。私は蚊帳の外だ。,自分からは何か言って欲しいとかアピールした？,悲しい
1_678,あいつ朝起きるのが本当に遅くてさ。いつも僕が起こすんだけれど、正直大変だよ。,毎日お疲れ様。どんな風に起こしているの？,いらいらする
1_679,僕をニューヨークに連れてきてくれたおじさんには感謝している。,何故感謝しているのですか？,感謝する
1_680,毎日彼があと何日で出張先から帰ってくるか数えている。,それだけ待ち遠しいんですね。出張先は結構遠いのですか？,さびしい
1_681,怖いんだ。またあの悪夢を見るんじゃないかって。,聞いても良いかい？どんな夢を見るんだ？,怖い
1_682,冷蔵庫の電源か切れてから二週間。中を見たくない。,一体何があったの？,恐ろしい
1_683,学校で絵画作品が入賞した。俺が賞を貰ってしまっても良いのだろうか。,何故そう思うの？良いことでしょう？,うしろめたい
1_684,格闘ゲームの対戦を観戦してたんだけれど、最高だったよ。素晴らしい試合だった。,へえ、一体どういう試合だったんだい？,感動する
1_685,蛇は嫌いだ。気持ちが悪い。,一体どういった所がダメなんだい？,嫌悪感を抱く
1_686,もしかして、受験受かってるんじゃないかな。,どうしてそう思うんですか？,期待する
1_687,オムライスは昔から作っていて、私のレパートリーの一つです。,それは今度作って貰いたいですね。何かポイントはあるんですか？,自信がある
1_688,誰だやったのは。謝りもせず姿を消しおって。,どうしたんですか？とても怒っていますね。,激怒する
1_689,明日の天気予報雨らしい。遠足中止にならないといいけれど。,それは晴れて欲しいね。雨の確率はどれくらいなの？,不安に思う
1_690,明日はとうとう誕生日だ。欲しいものをプレゼントしてくれるといいな。,おめでとう。何かプレゼントのリクエストしたの？,待ち望む
1_691,本の世界に没頭してしまいますね。,本を読むのがお好きなんですね。どういった所が好きなんですか。,楽しい
1_692,テレビで懐メロ特集をやっていて、私の青春を捧げたバンドの曲がその中にありました。,バンドがお好きだったんですね。追っかけをしていたのですか？,懐かしい
1_693,折角ケーキを焼こうと思ったのに、真ん中が凹んじゃった。,失敗しちゃったの？お菓子作りは難しいよね。,がっかりする
1_694,今から取引先の偉い方と会うんです。,それは緊張しますね。良い印象を与えられると良いのですが。,心構えする
1_695,僕は身体も大きくないから、はっきりいってスポーツでは不利なんだ。だから身体の大きい選手が羨ましかったよ。,あなたにはあなたの良いところがあるんじゃないの？,羨ましい
1_696,数日前からハンバーガーがたべたかったんだ。だから今日の昼飯にハンバーガー食べられてほくほくな気持ちになった。,この時どうしてもこれが食べたいって事あるよね。,満足
1_697,彼が仕事で悩んでいるって言うのに僕は彼の何の手助けにもならない。自分が嫌になるよ。,気に掛けてくれる人がいるだけで救われるんじゃない？,打ちのめされる
1_698,VTuberをやっていることが嫁にばれた。,ええっ、一大事だ。どうしてバレたんだい？,恥ずかしい
1_699,杖を持った人が杖を掲げていたから、声を掛けてあげたんだ。,目が見えない人だったのかな？何で困っていたの？,思いやりを持つ
1_700,本棚の片隅にあったアルバムを見つけて、かつての友人が写った写真を見つけました。,ほう、それはどんな友人だったんですか？,感傷的になる
1_701,今回も彼の工房でジュエリーをオーダーしようと思っています。,その工房は信頼が置けるのですか？,信頼する
1_702,仕方なく会社の二次会に行きましたが、カラオケで散々な目にあいました。,何故ですか？カラオケ楽しくなかったんですか？,恥じる
1_703,このまま会社を続けていこうか悩んでいます。,転職するんですか？,懸念する
1_704,今度の日曜日、相手のご両親にあいさつして来ようと思っているんです。,頑張ってください。なかなか緊張しますね。,誠実な気持ち
1_705,朝起きたとき、出かける時間をとっくにすぎていたから慌てて家を出てきたよ。,そうなんだ。時計見てどう思った？,おどろく
1_706,今日帰ったら頼んでいた本が届く予定なんだ。,待ち遠しいね。どんな本なの？,わくわくする
1_707,子どもに壁に落書きされて、消えなくなっちゃったよ。,うわあ災難だね。何で書かれたの？,怒る
1_708,私パズルの大会で優勝したことがあるんです。,パズルに大会なんてあるんですね。昔から得意だったんですか？,誇りに思う
1_709,私の前の前の人のところで限定版の時計を買う列が切られちゃった。,どれくらいの数用意されていたの？,悲しい
1_710,この数学の最終問題が解けなくて、今めちゃくちゃ悔しい。,さっぱりわからない問題なの？,いらいらする
1_711,手取り足取り上司に懇切丁寧に仕事を教えて頂いたな。すごくわかりやすい説明だった。,なかなか上手い説明できる人っていないから、貴重だね。どんな感じだったの？,感謝する
1_712,もうすぐ息子が上京しちゃうのよね。,あらら、それは家の中が寂しくなっちゃうわね。,さびしい
1_713,テレビで特集されていたけれど、お酒の依存症って怖いね。自分の力で自分をコントロールできないなんて。,想像が付かないよね。周りにそういう人いる？,怖い
1_714,高所恐怖症だから、スカイツリーの展望台は本当に行きたくない。,街を一望できて私は楽しそうに思うけれどな。,恐ろしい
1_715,黙って母親の指輪持ち出してきちゃったけど、今罪悪感でいっぱいだ。,一言断りを入れなかったの？,うしろめたい
1_716,先日行った山から星の数々がはっきり見えて、あまりの美しさに言葉を失ったよ。,やっぱり街中から見る景色と全然違うの？,感動する
1_717,あの人の態度ってじめじめしててはっきりしないから苦手なんだよね。,あなた確かに苦手そうね。あまり関わりたくないと思っている？,嫌悪感を抱く
1_718,収納の中に見覚えのない箱を見つけたんだよね。ラッピングされたやつ。,あなたそれ何だと予想しているの？,期待する
1_719,私嘘をつく人を見抜くの得意なんだよね。,例えばどんなの見抜いてきたの？,自信がある
1_720,猫に家の障子を全部ビリビリに破かれて、もう腹が立ってしょうが無い。,言い聞かせることも出来ないから辛いね。,激怒する
1_721,今日ヘアアイロン消してきたっけ、どうだったかなあ。,家出るときに確認しなかったの？,不安に思う
1_722,やっと明日は休みだ。今週も疲れた。,仕事大変だったの？,待ち望む
1_723,先週末ハロウィンパーティがあって、久々にはしゃいできたよ。,どんなことをやったの？,楽しい
1_724,この間掃除してたら、高校の時撮ったプリクラが出てきたんだよ。,昔私も撮ってたね。どう思ったの？,懐かしい
1_725,昨日有名なお店のランチに行ってきたんだよ。,そうなんだ。で、味は評判通りだった？,がっかりする
1_726,次のバレーの試合は県内でも屈指の強豪校とです。,それは気が抜けませんね。勝つ自信はあるのですか？,心構えする
1_727,あの子は私より給料が高いんだ。私もあの子くらいもらえたらもっと余裕出てくるのにな。,給料上がる見込みはないの？,羨ましい
1_728,昨日コンビニで何気なく手に取ったお菓子があったんだ。,新作？どうだったの？,満足
1_729,あの子ちょっと良いなって思ってたんだけど、この間声かけたら無視されちゃってさ。,うわー、凹むね。脈全然無いの？,打ちのめされる
1_730,私今度のテスト絶対良い点取った自信あったから周りに吹聴しちゃったのにさ。まさかこんなことになるなんて。,あまりよくなかったの？,恥ずかしい
1_731,あらゆる猫が幸せに暮らして欲しいと思っています。,愛猫家なんですね。何か活動していることはあるんですか？,思いやりを持つ
1_732,金木犀の香りってさ、死んだおばあちゃんちの匂いなんだよね。,木が植えられていたの？,感傷的になる
1_733,友だちが金どうしても貸してくれっていうからさ、貸してやったよ。,不安に思ったりしないの？返ってこなかったりしたらとかさ。,信頼する
1_734,俺はあいつを信じ切れなかった。あいつは正しいって知っていたはずなのに。,君のせいじゃないよ。他人のことを100％理解するのは無理じゃないか？,恥じる
1_735,あの子はこの店で順当に育ってとても優秀だが、だからこそここを辞めてしまうと困ったことになる。,人手不足なんですか？,懸念する
1_736,指輪の石がぐらついた商品を売ってしまいました。,それは一大事ですね。どうするのですか？,誠実な気持ち
1_737,ニュースの速報であの大好きな芸能人が亡くなったって聞いて、本当にびっくりした。,何歳くらいの人だったの？,おどろく
1_738,ついに推しのイベントが始まるから、今日ガチャを引くつもり。,それは楽しみだね。狙っているものがあるの？,わくわくする
1_739,テレワーク中に子どもがキーボードを弄ってくるから、なかなか入力が進まない。,子どもはお構いなしだもんね。,怒る
1_740,今度俺の学校の野球部、甲子園に出場するんだって。,へーすごいじゃん。結構活躍してる部なの？,誇りに思う
1_741,カップ焼きそばって水切るじゃん？あのときにさ、勢い余って麺落としちゃってまじ凹んだわ。,うわー最低。きっついねそれ。,悲しい
1_742,映画まで時間無いって言うのに、彼女が化粧終わらなくってさ時間がギリギリになったよ。,女は準備長いから困るよな。,いらいらする
1_743,料理している最中キャベツが見当たらないことに気がついて、急遽夫にキャベツを買ってきて貰ったの。,急だったね。しぶしぶ行った感じだったの？,感謝する
1_744,今シーズン一押しのドラマが今日最終回だ。,面白いドラマだったの？,さびしい
1_745,部屋に針が落ちていたの気付かなくって、危うく踏みそうになった。,ヒヤリハットだね。怪我は無かった？,怖い
1_746,友だちにつきまとってる人が居て、ストーカーになりそうで怖いんだよね。,杞憂だと良いね。どんなことしてるの？,恐ろしい
1_747,バイト中にお皿を下げるとき、たまに手つかずだったりちょっと食べて残している人が居るんだよね。,勿体ない。それやっぱり廃棄するの？,うしろめたい
1_748,この間1歳になった子どもがやっと立って歩いて、大きくなったって実感した。,伝い歩きはしてたの？,感動する
1_749,隣のおじさんがパスタをすすってて、食欲なくなっちゃった。,アレ気持ち悪いよね。私も無理。,嫌悪感を抱く
1_750,昨日のおやつはクッキーだったから、今日はプリンが良いな。お母さん買ってきてくれないかな。,ちゃんとプリン食べたいって言った？,期待する
1_751,今183センチあるから、クラスでも一番身長が高い自信ある。,うわーそんなにあるんだ。背比べしたことあるの？,自信がある
1_752,駅から帰ろうとしたとき自転車が盗まれてさ、結局歩いて帰る羽目になった。,そりゃ災難だ。警察届けた？,激怒する
1_753,通販をしたんですけれど、まだ商品が届かないんですよね。,いつ買ったんですか？,不安に思う
1_754,もうすぐ夏休みだー！早く休みになんねーかな。,楽しみだよな。どっか行くの？,待ち望む
1_755,最近晩にお酒を飲みながらゲームをすることがちょっとした楽しみになっています。,どんなゲームするんですか？,楽しい
1_756,昔やってたゲームが今度リメイクされて発売するんだよ。,いつ頃発売されたゲームなんですか？,懐かしい
1_757,待望のビュッフェに先日行ったのに、その時お腹の調子が悪くってあまり食べられなかったんだよね。,辛いねそれ、次回行くって選択肢は無かったの？,がっかりする
1_758,台風が接近しているみたいなので、外のものを中に入れておかねばなりません。,大変ですね。外に色々置いているんですか？,心構えする
1_759,友だちに可愛い子がいてさ、その子がまた顔だけでなく体型も細いんだよね。,いいなー。どんな感じなの？,羨ましい
1_760,あまり理想は高くないので、家族全員が健康に生きているだけで十分です。,良い考え方ですね。あまり願望みたいなものはないんですか？,満足
1_761,いくら練習しても、ライバルに格闘ゲームで勝つことが出来ない。,相手はどれくらい強いの？,打ちのめされる
1_762,この前テストを配られたとき、答案用紙落としちゃって俺の取った点数が丸見えになって恥ずかしかったよ。,うわー辛い。あんまり良い点じゃなかったの？,恥ずかしい
1_763,本屋さんによったとき、一番上の本が取れなさそうな子が居たから取ってあげたんだ。,良いことをしたね。背が低い人だったの？,思いやりを持つ
1_764,この間今は家から出て行った子の作文が見つかったの。,どんな作文だったの？,感傷的になる
1_765,行きつけの調香師の人にお任せで今香水を作ってもらっているの。,どんなのが良いとか言って作ってもらうの？,信頼する
1_766,今回の柔道の大会、自信あったのに一回戦で敗退してしまった。,何か調子が悪かったの？,恥じる
1_767,これから外食産業は厳しい道をたどるのではないでしょうか。,これからどうなっていくと思いますか？,懸念する
1_768,飲み会の幹事を務めているんですが、折角の交流の場なので充実した会にしたいと思っています。,店はどこにするつもりなんですか？,誠実な気持ち
1_769,隣に引っ越しのトラックが止まっていたけれど、まさか知り合いが引っ越してくるなんて。,それはびっくりですね。偶然ですか？,おどろく
1_770,今日の夜、YouTubeの生配信があるので、早く帰りたいな。,YouTubeなんて見るんだね。,わくわくする
1_771,何度言い聞かせても、子どもはおもちゃを散らかしまくるから、もう怒り心頭よ。,わかる。片付けてあげてるの？,怒る
1_772,この間応募したデザインコンペで入賞しました。,おめでとうございます。自信があったんですか？,誇りに思う
1_773,お気に入りのネックレスをひっかけて、チェーンを引きちぎってしまった。,そりゃショックだ－。修理に出すの？,悲しい
1_774,何度言っても靴下とかがその辺転がっててさ、もう拾うの嫌になっちゃう。,あれ腹立つよね。何で洗濯機入れないんだろ？,いらいらする
1_775,旅行に行ったとき、ここがどこかわからず右往左往してるときに、親切な方から声を掛けてもらったんです。,それは助かりましたね。,感謝する
1_776,今まで実家暮らしだったからさ、一人暮らしになって自分の部屋の電気が付いていないとなんだかさみしくって。,わかるわー。誰かにお帰りって言って欲しいよね。,さびしい
1_777,なんだか妙にスズメバチが家周辺に飛んでいると思ったら、家の塀に巣が出来てた。,うわっ、危ない！早く処理してもらわないの？,怖い
1_778,最近疲れすぎてお風呂で寝てしまって、いつ溺れないかちょっと怖いです。,疲れてるね。入浴時間短くしたら？,恐ろしい
1_779,昨日風邪を引いて休んだんだけど、その時間暇だからテレビ見るのなんだか悪い気がして。,なんで？具合悪いんだからじっとして身体休められれば良いんだよ。,うしろめたい
1_780,念願のネモフィラ畑に行ってきました。,ネモフィラですか。どうでした？,感動する
1_781,会社の同僚が私の真似を何かとしてくるんだよね。,真似？例えばどんなことしてくるの？,嫌悪感を抱く
1_782,今度のゲームショウ、新しい情報でてくるかな。,なにか注目している作品があるの？,期待する
1_783,体力には自信があるんだよね。,何かスポーツでもやってたの？,自信がある
1_784,もう！また夫が余計なもの買ってきて昨日喧嘩になったよ。,困ったね。結構頻繁なの？,激怒する
1_785,インフルエンザが幼稚園で流行っているみたい。子どもが持ち帰ってこないか心配。,もうはやってるみたいですね。予防接種はやってるんですか？,不安に思う
1_786,早くコロナの薬が出来て欲しいよね。自由に出歩きたい。,そうだね。どれくらいで出来ると思う？,待ち望む
1_787,ウインドウショッピングで久々に街をうろついて楽しかった。,何か買いたいものは見つかった？,楽しい
1_788,テレビでパソコンの歴史をやってたんだ。,そうなんですね。どんな内容だったんですか？,懐かしい
1_789,ショックー。すごく好きだった俳優さんが薬物で捕まっちゃったよ。,ええっ、それは残念だね。昔からのファンなの？,がっかりする
1_790,父が入院しててさ、あんまり病状が良くないんだよね。,心配だね。入院生活は長いの？,心構えする
1_791,都会だと色んな所に遊びに行けるよね。友だちは関東に住んでるから色々といけて羨ましい。,あなたの住んでるところはどうなの？,羨ましい
1_792,旅行に行ってきたんだが、泊まった旅館が大当たりだったんだよ。,どこがそんなに刺さったの？,満足
1_793,営業の仕事、どうしても同期に勝てなくって悔しいんだよな。,その人に勝ったことあるのか？,打ちのめされる
1_794,Twitterのアカウント二つ持ってるんだけど、投稿するアカウント間違えてプライベートな投稿を鍵アカじゃない方に投稿してしまった。,うわ、やっちまったな。大丈夫だったの？,恥ずかしい
1_795,休日は結構ボランティア活動をしています。,素晴らしい心意気ですね。何をしているんですか？,思いやりを持つ
1_796,よく観劇に行くんだけれど、その中の一つの劇場が閉鎖しちゃうんだよね。,どんな劇場だったの？,感傷的になる
1_797,ウェブデザインはいつものデザイナーさんに頼むことにしたよ。,そうなんだ。何かコンセプトがあるの？,信頼する
1_798,高校の頃悪いことやってたのが人生の汚点だな。,知らなかった。差し支えなければどんなことしたか教えてくださいよ。,恥じる
1_799,月曜に病院に行かなきゃならなくて、赤ちゃんと行かなきゃいけないのが心配なんだよね。,何で行くの？,懸念する
1_800,ものを勧めるとき、お客様に見合ったものをご案内しています。,どうやって見極めているのですか？,誠実な気持ち
1_801,母親から受け継いだダイヤが実は合成ダイヤでおどろいたよ。,それはショックだね。なんでわかったの？,おどろく
1_802,新しいカフェが近所にオープンして、いつか行ってみたいと思ってる。,お店が出来ると行ってみたくなりますよね。どんな感じの店なんですか？,わくわくする
1_803,近所に綺麗な彼岸花が咲いている場所があったんだけれど、最近踏み荒らされててさ。,ひどいね。誰がやったの？,怒る
1_804,毎日運動してるんです。,運動習慣があるのは良いことですね。結構長く続けてるんですか？,誇りに思う
1_805,こないだ彼氏に振られちゃったの。,うわー、未練ある感じ？,悲しい
1_806,買い物するとき、彼氏がいちいち口を挟んできてうるさいんだよね。,それは厄介だね。ことあるごとにそうなの？,いらいらする
1_807,先日参加した女子会がとても楽しくて、充実した一日になりました。,そうなんですね。何をしたんですか？,感謝する
1_808,近くにある百貨店が閉店するらしい。,どんなところだったんですか？,さびしい
1_809,今日更衣室に隠しカメラが設置されていたことが判明して、大騒ぎ。,えー、犯人見つかったの？,怖い
1_810,雷が苦手で、昔から怖いんですよ。,どんなところが苦手なんですか？,恐ろしい
1_811,今折角ダイエットしてるのに、先日ケーキをつまみ食いしちゃった。,一日くらいだったらいっぱい食べても大丈夫じゃない？,うしろめたい
1_812,先日やっと娘が巣立ちまして。結婚式に参加してきました。,おめでとうごさいます。どうでしたか？,感動する
1_813,トイレに行ったら普通手を洗うでしょ？明らかに洗ってない奴がいるんだよ。,うわー、手を洗わないとかないわ。どんなやつなの？,嫌悪感を抱く
1_814,昨日はご飯録に食べられなかったら、ちょっと期待しちゃうな。,何が？何の期待？,期待する
1_815,早口言葉、結構自信ありますよ。,珍しいですね、何故自信あるんですか？,自信がある
1_816,近所の悪ガキがいるんだけれど、もう手がつけられなくって。,何？どんな悪童なの？,激怒する
1_817,今アルバイトしてる飲食店がちょっとヤバそうなんだよね。,あまりお客さん入ってないの？,不安に思う
1_818,もうすぐ孫が生まれそうなの。,おめでたいわね。予定日いつ？,待ち望む
1_819,週末はボーリングに行ってはしゃぎ倒したよ。,ボーリングかあ、久しくやってないな。結果はどうだった？,楽しい
1_820,今再熱してるキャラクター、昔からいたよね。懐かしい。,昔からいるキャラクターなの？どんなやつ？,懐かしい
1_821,お気に入りの洋服に醤油溢しちゃった。大事に着てたのに、ショック。,ええっ、綺麗に洗濯できた？,がっかりする
1_822,もうすぐ入院するんです。,入院するんですか？何かの病気なんですか？,心構えする
1_823,昔から姉の方が要領が良くて、いっつも劣等感感じてた。,比べられたりすると嫌だよね。何か姉より出来たことないの？,羨ましい
1_824,家庭菜園でトマトを作っているんです。,家庭菜園ですか。出来はどうなんですか？,満足
1_825,今年の豪雨で、一階が浸水してしまったんです。,それは後処理が大変そうですね。結構浸水したんですか？,打ちのめされる
1_826,Tシャツを裏表に着てたこと気がつかなくってさ、そのまま外行っちゃったよ。,気がついたのいつ？,恥ずかしい
1_827,母親が忙しいので、よくお手伝いをしているよ。,親孝行だな。どんなことやってるの？,思いやりを持つ
1_828,久々に昔通っていた中学校の前を通ったら、全然変わってなかったよ。,中学校かー、懐かしくなっちゃうよね。中に入ったの？,感傷的になる
1_829,今のコーチになって、フィギュアスケートの成績が良いんです。,あなたにあってるのかも知れませんね。コーチのどんなところが良いと思いますか？,信頼する
1_830,感情を抑えようと思っても、嫌なことがあるとすぐに噴出してしまうから恥ずかしいよ。,喜怒哀楽が激しいの？,恥じる
1_831,このまま温暖化が進んだら北海道でもエアコンが必要になりそう,最近の夏は平気で30度越えが何日もあるよね,懸念する
1_832,知人に失礼なことをしたため、誠実に謝罪の手紙を手書きして送りました,温かい感じがしますね,誠実な気持ち
1_833,久し振り会った友達が驚くほど綺麗になってたよ,何か有ったのかな?恋でもしてるとか,おどろく
1_834,ずっと仕事を探していたのだけど、やっと決まりました,良かったね、希望してた職種なの?,わくわくする
1_835,旦那が何度言っても洗濯物を裏返しのまま洗濯機に入れるの,干す時に地味に面倒だよね,怒る
1_836,災害時の日本人のお行儀の良さは素晴らしいね、誇りに思うよ,外国じゃ暴動が起きたりするもんね,誇りに思う
1_837,動物園行こうって約束してたのにドタキャンされた,ひどい、違う日に行くことにしたの?,悲しい
1_838,スーパーで買い物してたんだけど冷房効きすぎてて蕁麻疹が出たよ、痒い、イライラする,大丈夫?蕁麻疹が出るなんて、どんだけ寒いんだろう?,いらいらする
1_839,友達が並ばないと買えない人気のパン屋さんのパンをお土産持ってきてくれたんです,いいね、なかなか並んでまで買わないもんね,感謝する
1_840,昔いつもランチ食べてたレストランがなくなってたよ、さびしいな,そうですか、さびしいですね,さびしい
1_841,生きてるのか死んでるのかわからない蝉がベランダにいたの,あれって、死んでるのかと思って近づくといきなり飛んだりして怖いよね,怖い
1_842,ずっとベットに寝たきり状態な時があったんだ、先行きすごく不安だった,そうだよね、誰か面倒みてくれる人がいたの?,恐ろしい
1_843,友達の結婚式に出られなかった、自分の時は来てもらったのに,しょうがないよ、コロナ禍なんだし、家族も居るんだし,うしろめたい
1_844,観た方がいいって薦められてた「シャイン」観たよ、感動した,感動する映画なのですね、観たいです,感動する
1_845,スマホやタブレットの画面に手の跡が付いてるのがすごく嫌、だからまだガラケーなの,そうなんですね、ガラケーだと不便じゃないですか?,嫌悪感を抱く
1_846,妹の子どもが産まれたんだけど、とっても可愛くて、とってもおりこうさんで、おばさんとしては大変期待してしまいます,まだ生まれたばかりの赤ちゃんですよね?これからどう成長するか全然わかりませんよね?,期待する
1_847,私ね、天婦羅揚げるのには自信があるの,揚げ物って難しいですよね?,自信がある
1_848,祖母から受け継いで大事にしていたティーセットを義姉に割られたのですよ、形あるものは壊れるなんて言ってろくに謝りもしないんだから、なんなんだろう,ひどいですね、聞いてるだけで腹が立つ,激怒する
1_849,アメリカ大統領、トランプとバイデンどちらが選ばれても不安しかないですよね,アメリカ人はどちらか選ばなきゃならないから困っちゃいますよね,不安に思う
1_850,自分でデザインしたTシャツを発注しているんだ,すごい、今はお安く好きなイラストや写真をプリントしてもらえるみたいですね,待ち望む
1_851,今ね、編み物に凝ってて暇さえあれは編んでるの、すごく楽しい,季節的にもいいね、私はできないから尊敬しちゃう,楽しい
1_852,北海道物産展に行ってきたんだけど、懐かしいものがたくさんあって買いまくっちゃった,北海道は美味しいものたくさんあるもんね,懐かしい
1_853,アークスティックモンキーズのアルバム「AM」ってすごく良くて、久々にいいバンドが出てた来たなと思ってて、次のアルバムにすごく期待していたんだけどね,あんまり好みじゃなかった?,がっかりする
1_854,災害に備えていろいろ準備するようしてるんです、いつ何があるかわからないから心構えしてます,最近災害が頻発してますからね,心構えする
1_855,頭がいい人か羨ましいな、英語の単語だってドンドン頭の中に入ってくるんだろうな,頭の構造が違うんだろうね,羨ましい
1_856,ケーキバイキングに行ってたらふく食べてきた、満腹、満足,ケーキバイキングかいいなー食べたーい,満足
1_857,新しいプロジェクトリーダーに同期が選ばれました,残念ですね,打ちのめされる
1_858,お昼休憩、音楽聴いてて思わず歌っちゃっててさ、いつも誰も居ないのに振り向いたらあまり話したことない同じフロアの男の人が居たよ、絶対聴こえてたと思う、恥ずかしい,歌ってた曲によるんじゃない?何歌ったの?,恥ずかしい
1_859,高齢者と気持ちよく暮らすには思いやりが大事です,いろいろと衰えてくるから、できなくなることも増えてくるんだろうな,思いやりを持つ
1_860,父親が秋に亡くなったので、季節も相まってこの時期は感傷的になります,そうなんだ、どういう感じで過ごしているの?,感傷的になる
1_861,アトピーで肌が弱いからグンゼの下着には大変お世話になってます,何でもいいってわけじゃないんですね、大変だ,信頼する
1_862,電車のホームで点字ブロックの上にボーっと立ってて、目が不自由な方がぶつかってきたことがあった,ぶつかるまで気が付かなかった?,恥じる
1_863,最近、友達のお酒の量が増えてるような気がするんだけど,そうですか、ほどほどにしないと病気になっちゃいますね,懸念する
1_864,後輩はいつでも正論を言うし、いい奴なので私も誠実に付き合おうと思う,この汚れた世の中で貴重な人ですね,誠実な気持ち
1_865,今日の朝、上司が別人になってた、皆、驚いて固まっちゃってた,何があったの?,おどろく
1_866,一人キャンプに行ってみることにしたんだ,今、流行ってるよね,わくわくする
1_867,電車の中の方は空いてるのに、入り口付近で溜まって詰めようとしない人達なんなんだろう,最寄り駅で降りれないと困ると思って動かないのかな?,怒る
1_868,高校の時、弓道部に入ってて県大会で優勝したのが私の誇りです,すごいですね、強い学校だったんですね,誇りに思う
1_869,フワフワのパンを買ったのに、帰ってきて荷物出したら1番下にぺちゃんこに潰れて悲しい姿になってた,どうしてそんなことに,悲しい
1_870,邦画の男優の台詞って全然聞き取れなくてイライラする,感じだそうとしてぼそぼそと言ってるような、演技過多のような,いらいらする
1_871,コロナ禍での医療従事者の全ての皆さんに感謝したいです,ほんとそのとおりですね,感謝する
1_872,独身は寂しいっていうけど、結婚してた時の方が寂しかったような気がします,すれ違ってしまっているとそんなものなのかもしれないですね,さびしい
1_873,夜中といっていいほど遅い時間に犬の散歩に行ったんだけど、暗い夜道を髪の長い女の人が1人で歩いてるの,帰りが遅くなってしまったんでしょうか?女性の1人歩きは危険ですね,怖い
1_874,私は田舎者なんだけど、初めて羽田から横浜までの電車に乗った時の車窓から見えるみっしみしに建ってる家やらビルやらの建物が衝撃的過ぎました,そんなにたくさん建っているんですか,恐ろしい
1_875,自分のものばっかりたくさん買い物しちゃった,楽しいですよね,うしろめたい
1_876,最近の洗剤の汚れ落ちの良さに感動したよ,企業もいろいろ研究してるんでしょうね,感動する
1_877,会社にね、同じ部署なのに挨拶しない人がいるんだ,挨拶は基本ですよね,嫌悪感を抱く
