ID,A,B,感情,対話行為
1_1445,やっぱり無理かあ。ジーンズにウエストが入らない。,あら、それは残念。タイトなジーンズ？,悲しい,自己開示
1_1477,あーあ、明日のデートも中止だって。先週も会えなかったのに。,会えないのは寂しいね。キャンセルの理由は聞いた？,悲しい,自己開示
1_1509,私って表情が乏しいせいか、話したことのない人にまで、怖い人と誤解されているらしいんです。,表情が読めなくて、何を考えてるか分からないとか？,悲しい,質問(YesNo)
1_1541,昨日ネックレスを失くしてしまってとても悲しいです。,大事なものだったんですか？,悲しい,質問(YesNo)
1_1573,先月ペットの猫が亡くなってしまいました。,それは残念ですね。何歳だったんですか？,悲しい,自己開示
1_1605,下ろしたての服に、パスタソースをこぼしてしまいました。,えっ！シミにならなかった？,悲しい,質問(YesNo)
1_1637,ドラッグストアでためていたポイントがあったんですが、しばらく他のお店を利用していたら、いつの間にか失効しちゃってました。,あら、もったいない。いくらぐらいたまってたんですか？,悲しい,自己開示
1_1669,一昨日まで彼と普通に電話していたのね。,毎日、夜中まで話してるって言ってたわよね。,悲しい,自己開示
1_1701,私が好きだった芸能人が交通事故を起こしたみたいなんですよ。,事故のニュースは見ましたよ。ファンだったんですか？,悲しい,自己開示
1_1733,飼ってた犬が死んじゃったんですよ。,それは残念ですね。病気ですか？,悲しい,自己開示
1_1765,大好きだった俳優さんが病気で亡くなったみたいなんですよね。,ニュースでやってましたね。,悲しい,自己開示
1_1797,悲しいです。お気に入りの服が着られなくなっちゃいました。,どうしたんですか？,悲しい,質問(What)
1_1829,今朝、ネックレスをしようとしたらいきなりちぎれてしまったんです。,それは残念でしたね。いい物なんですか？,悲しい,自己開示
1_1861,飼い犬が死んでしまいました。,それはお辛いですね。,悲しい,質問(YesNo)
1_1893,気に入っていた洋服を洗濯したら縮んでしまって。,やってしまいましたね。,悲しい,自己開示
1_1925,先日、ペットが亡くなりました。15年間、家族同然だった犬です。,お悔やみ申し上げます。何と言っていいのか・・・。,悲しい,自己開示
1_1957,仲の良かった友達が、親の仕事の関係で転校することになっちゃった。,それは寂しいね。すぐに転校しちゃうの？,悲しい,自己開示
1_1989,抽選会に落選しちゃった、本当に残念。,あらら、何の抽選会だったの？,悲しい,質問(What)
1_2021,今日はすごく悲しいことがあったんだ。しばらく立ち直れそうにないよ。,どうしたの、何があったの？,悲しい,質問(What)
1_2053,月9ドラマ終わっちゃったね。,昨日が最終回だったね。ハマってた？,悲しい,自己開示
1_2085,悲しいニュースを聞いたよ。大好きなアイドルグループが解散すると！,あー、それはつらい。前から解散するとかしないとか噂はあったけれどね。,悲しい,応答(平叙)
1_2117,今回の新型コロナウィルスの影響で、たくさんの芸能人が亡くなってしまいましたね。,そうですね、とても残念なニュースが続きましたね。,悲しい,自己開示
1_2149,昨日2年間飼っていたハムスターが突然亡くなってしまって。,それは突然で悲しいですね。,悲しい,自己開示
1_2181,洗い物していたらマグカップを割っちゃいました。デザインが気に入っていたので悲しいです。,それは悲しいですね。同じデザインのものは手に入りそうですか？,悲しい,自己開示
1_2213,失恋ソングを聞いていたら、悲しくなってきた。,分かる！色々と思い出してしまうよね。,悲しい,自己開示
1_2245,買ったばかりのタイツを破いてしまって悲しいよ～。,それはショックだね。,悲しい,自己開示
1_2277,今日久しぶりに彼女に会えると思っていたのに、会えなくなってしまった。,どうして？何かあったの？,悲しい,質問(What)
1_2309,想い合っている恋人同士が、人種の違いで結婚できないという内容の映画を見ました。,それは切ないですね。,悲しい,自己開示
1_2341,仲のいい先輩が来月で部署異動してしまうんです。,それは心細くなりますね。,悲しい,自己開示
1_2373,遠距離中の彼氏と次に会えるのは2か月後かー。,とても先だね。彼氏さん忙しいの？,悲しい,自己開示
1_2405,お気に入りのレストランに、閉店のお知らせが貼ってありました。,そうなんですか。それはショックですね。,悲しい,あいづち
1_2437,親が遠方に住んでいて、なかなか孫の顔を見せに行くことができません。,親御さんもかわいい孫の顔を見たいでしょうね。,悲しい,自己開示
1_2469,ずっと読んでいた連載漫画の作者が完結前に亡くなったんです。,うわあ何てこと。,悲しい,質問(What)
1_2501,地震や水害が続いて悲しいですね。,そうですね、自然災害は恐ろしいです。,悲しい,自己開示
1_2533,10年以上育ててきた桜の盆栽が枯れました。,大切にお世話をしたんでしょうに。,悲しい,自己開示
1_2565,駅に着いたら鞄の中身が何も入ってないことに気が付いたんだ、鞄を変えたのに中身を変えるの忘れてた,でどうしたの?,悲しい,質問(What)
1_2597,ヨーグルトを買いに買い物に行ったのに肝心のヨーグルトを買うの忘れた、悲しい,少しも残ってないの?,悲しい,質問(YesNo)
1_2629,今度、仲良かった友達が転校することになって、とっても悲しい。,お友達、転校しちゃうんだ。遠くにいっちゃうの？,悲しい,自己開示
1_2661,ドラマの最終回、見逃しちゃった。悲しすぎる～,それは悲しいね。録画もしていなかったの？,悲しい,自己開示
1_2693,数日前に、飼っていた猫が突然いなくなってしまって、悲しいの。,ネコちゃんがいなくなっちゃったの？どうしたんだろうね。,悲しい,質問(What)
1_2725,彼が東京から九州に転勤になっちゃった。,九州はちょっと遠いね。遠距離恋愛は経験ある？,悲しい,自己開示
1_2757,夫の日記を読んじゃった。,バレたら不味くない？でも、何が書いてあるか見たくなる気持ちはわかる。,悲しい,質問(YesNo)
1_2789,明日仕事休むかもしれない。,わかった。でも、どうしたの？,悲しい,自己開示
1_2821,炊飯器のスイッチ押し忘れて炊けてなかった,悲しいね,悲しい,自己開示
1_2853,前の会社で仲良くなった人と急に連絡が取れなくなってしまってさ。,インスタとかも通じないの？,悲しい,質問(YesNo)
1_2885,コロナでやたらと助成金とか、給付金とかあるよね。,あー、私もこの前、持続化給付金を申請して、今、結果を待ってるわ。,悲しい,自己開示
1_2917,日本語って難しいな、と思う悲しいことがあったんだ。,どうしたの？,悲しい,質問(What)
1_2949,今日は暑かったから、公園でソフトクリームを買って食べてたんだ。,暑かったから、美味しかったでしょ。,悲しい,自己開示
1_2981,花が好きでたまに買ってきます。暑い時期は枯れやすいので水替えが大変ですね。,生花は素敵だけど、寿命が短いのが残念ですね。,悲しい,自己開示
1_3013,可愛いなと一目ぼれして購入した傘があったんですが、電車にうっかり置き忘れてしまいました。,傘の忘れ物ってすごく多いんですよね！,悲しい,質問(YesNo)
1_3045,ロングスカートのすそを踏んで転んでしまい、その時に両膝で着地してしまいました。,大変なことですね！,悲しい,質問(YesNo)
1_3077,子どもが陶芸教室でお皿を作っています。親からしたら大切な芸術作品です。,どんなものも、素晴らしい作品ですね。,悲しい,自己開示
1_3109,父がアルツハイマーを患ってるんだけどね、最近ついに、わたしのことが誰だがわからなくなってきてるみたい。,そうだったんだ。それはショックだね。,悲しい,あいづち
1_3141,先月、仲の良かったいとこのお姉さんが亡くなっちゃったんだ。,ええ！そうだったんだ。,悲しい,質問(What)
1_3173,飼ってたインコが脱走しちゃったの。,えー！いつ！？,悲しい,質問(What)
1_3205,買おうと思ってたグッズが買えなかった！,え？売り切れだったとか？,悲しい,質問(What)
1_3237,好きな映画監督が亡くなっちゃった。膵臓癌だって。しかも製作途中だったのに、信じられない。,そうだったんだ。製作途中ってことは、完成する前に亡くなっちゃったってこと？,悲しい,あいづち
1_3269,コロナのせいで実家に帰れない。。家族に会えなくて寂しいよ。,そうだよね。たくさんそういう人いそうよね。,悲しい,あいづち
1_3301,今日、グラタンを作ったんだけど焦がしちゃって。悲しい。,それは、悲しいね。夕飯には間に合ったの？,悲しい,自己開示
1_3333,飼っていたハムスターが、今朝死んじゃったの。悲しい。,それは悲しいね。どれくらい飼っていたの？,悲しい,自己開示
1_3365,思い切って買ったワンピースが、次の時に見たら値引きされてたの。,わーそれはちょっとの差で、残念だったね。,悲しい,自己開示
1_3397,子供に似合うと思って洋服を買ってきたんだけど、子どもが着てくれないの。,なんで着てくれないのかな。,悲しい,自己開示
1_3429,使おうと思っていたクーポン、期限切れてた。悲しい。,それは、残念だったね。,悲しい,自己開示
1_3461,ネットから映画を予約したんだけど、日にち間違えてた。ショックすぎる。,それはショックだね。日にちの変更、できないの？,悲しい,自己開示
1_3493,彼女にふられた。もう駄目だ。,大丈夫か？元気出せよ。,悲しい,確認
1_3525,可愛がってたハムスターが今朝動かなくなっていました。,それは残念ですね。,悲しい,自己開示
1_3557,どこかで財布を落としてしまいました。いろいろ入ってるのに。,心当たりはないんですか？,悲しい,質問(YesNo)
1_3589,楽しみにしていたバンドのコンサートが中止になりました。,え？どうして？,悲しい,質問(What)
1_3621,結構仲の良かった友達が事故に遭って無くなってしまいました。,え？それは悲しいですね。,悲しい,質問(What)
1_3653,筆入れに入れていた、子どもの頃から大事にしてたシャープペンが折れてしまって。,それは残念ですね。,悲しい,自己開示
1_3685,カップラーメンを作ってたら、後1分の所で机にけつまずいてひっくり返しちゃいました。,うわあ、もったいない！,悲しい,質問(YesNo)
1_3717,楽しみにしていたドラマを見ようと思ったら録画されていなくて悲しいです。,録画するのを忘れていたんですか？,悲しい,質問(YesNo)
1_3749,メダカを20匹飼ってたんだけど、どんどん数が減っていくから調べてみたんだよね。,死骸もなかったの？,悲しい,質問(YesNo)
1_3781,お気に入りでずっと大事に使っていたマグカップを割ってしまったのです。,それはショックですね。どんなマグカップだったのですか？,悲しい,自己開示
1_3813,今度行く予定だったコンサートが中止になってしまったのです。それを楽しみに仕事をがんばっていたのに,それは残念ですね。延期じゃなくて中止ですか。,悲しい,自己開示
1_3845,昨日、大好きなアニメを録画したんです。,7時からやってるアニメだね。,悲しい,自己開示
1_3877,私は幼い頃から大切にしていた絵本があるんです。,そういうの、ありますよね。私も持ってます。,悲しい,自己開示
1_3909,世界的デザイナーの高田賢三さんが亡くなられて心の底から悲しいです。,そうですよね。本当に惜しい人を亡くしました。,悲しい,あいづち
1_3941,買ったばかりの携帯電話を落としちゃった。,大丈夫だった？壊れなかった？,悲しい,質問(YesNo)
1_3973,すごい気に入ってたセーターが破けちゃったの！,どうやって破けたの？,悲しい,質問(What)
1_4005,仲良くしていた友人が海外に引っ越しをしてしまいました。,それは残念ですね！どこの国に引っ越しをしたのですか？,悲しい,質問(What)
1_4037,学生時代に大好きだった先生が亡くなってしまいました。,それは残念ですね。何が原因で亡くなってしまったのですか？,悲しい,自己開示
1_4069,好きだった芸能人が自殺してしまいました。,それはショックですね。,悲しい,自己開示
1_4101,家で薔薇を育てていたんですが、今年は花が虫に食われてしまいました。,虫の対策は難しいですね。去年は綺麗に咲いていたのですか？,悲しい,自己開示
1_4133,朝からお腹減ってたのに、昼食まで食べ損ねた。,元気なくなちゃうね。忙しかったの？,悲しい,自己開示
1_4165,マスクの抽選販売、落ちちゃったよ。,最近手に入りづらいね。どこにも売ってないの？,悲しい,自己開示
1_4197,春先に花の種を植えて、育ててみたの。,どうでした？きれいに咲きました？,悲しい,質問(What)
1_4229,母がガラケーからスマホに変えたから、使い方を教えたの。,そうなんだ。使いこなせるようになった？,悲しい,あいづち
1_4261,彼に振られたの。,そうなんだ、切ないね。,悲しい,応答(平叙)
1_4293,先日、限定のTシャツが発売されたんだけど、もう売り切れていたんだ。,人気のTシャツなんだね。,悲しい,自己開示
1_4325,先日、自販機でいつものコーヒーが売り切れていたんだ。,それは災難だったね。,悲しい,自己開示
1_4357,先月、私のおばあちゃんが亡くなってさ。,それは残念だったね。ご愁傷さまです。,悲しい,自己開示
1_4389,一昨日、小学生の頃から飼ってた犬が死んじゃったんだ。,そうなんだね。だから学校来なかったんだ。,悲しい,あいづち
1_4421,希望の職場がなかなか見つからない、悲しいです,いろいろ条件があるの?,悲しい,質問(YesNo)
1_4453,今日着ていこうと思ってたシャツがいくら探して見つからない,そういうの予定が狂って困りますよね,悲しい,自己開示
1_4485,帰宅したら突っ張り棒に掛けてあった服が棒ごと落ちていた、悲しい,重いもの掛けたらそうなります,悲しい,自己開示
1_4517,結婚してから、手荒れがひどくなってね、その名も主婦湿疹になっちゃった。,水とか洗剤で荒れちゃうらしいよね。病院には行ってるの？,悲しい,自己開示
1_4549,最近、急激に目が悪くなってしまいました。,あらまあ。原因は思い当たりますか？,悲しい,あいづち
1_4581,中学生の娘に、毎日お弁当を作っています。,えらいですね。毎日だと大変じゃないですか？,悲しい,自己開示
1_4613,ここ一年くらい仲のいい地域猫がいたんだけど、最近いなくなっちゃった。,そうなんだ。誰かにもらわれていったとか？,悲しい,あいづち
1_4645,待ちに待ったアイドルグループの新曲が発売されたんだけど、推しの歌割りがものすごく少なくて、とっても悲しいの。,そんなに悲しむほど、歌割りが少ないの？,悲しい,質問(YesNo)
1_4677,可愛がっていたハムスターが死んじゃったんだよ。,そんな事があったんだ。,悲しい,自己開示
1_4709,わっ、手がぶつかって読んでいる漫画本にジュースをこぼしちゃった！,えっ、大丈夫？すぐに拭いて！,悲しい,質問(YesNo)
1_4741,長年闘病生活にあった祖父が亡くなりました。,お気の毒に。何年闘病されていたんですか？,悲しい,自己開示
1_4773,可愛がっていたペットの鳥が死んでしまいました。,お気の毒に。いつから飼っていたんですか？,悲しい,自己開示
1_4805,お気に入りのネックレスをどこかで落としてしまいました。,探してもなかったんですか？,悲しい,質問(YesNo)
1_4837,毎日世話していたミニトマトが、台風のせいで枝が折れてしまいました。,それはショックですね。もう回復するのは難しそうですか？,悲しい,自己開示
1_4869,前気に入った靴を見つけたんだけど、試着したらどれもしっくりこなかったの。,靴ってサイズ合ってないと足痛くなっちゃうもんね。,悲しい,自己開示
1_4901,けがをしたせいでしばらく試合に出れなくなってしまいました。,まだ治るのには時間がかかりそうですか？,悲しい,質問(YesNo)
1_4933,長期連休なのに友達と予定が合わなかったんだ。,せっかくなのにね。じゃあ何をする予定なの？,悲しい,自己開示
1_4965,今日、学校でいじめられた。,ええ！大丈夫？,悲しい,質問(What)
1_4997,今日見てきた映画、飼い主と犬の別れを描いた映画だったんだけど、映画館で泣いたよ。,テッパンだね。そりゃ泣くわ。,悲しい,自己開示
1_5029,今日、テレビでいじめを受けていた子どものドキュメンタリーがやってたんだけど、見てて悲しくなっちゃった。,いじめって、どうしてなくならないんだろうね？,悲しい,質問(What)
1_5061,わたし、父から虐待を受けているんです。,それは辛いですよね。,悲しい,質問(YesNo)
1_5093,バレンタインに彼氏に手作りチョコを渡そうと思って挑戦したけど、失敗しちゃった。,それは残念だったね。,悲しい,自己開示
1_5125,好きな作家の新刊が出たんです。,良かったじゃないですか。,悲しい,質問(YesNo)
1_5157,付き合っている彼女がいるんですが、今日、別れ話をされました。,喧嘩でもしたんですか？,悲しい,質問(YesNo)
1_5189,学校の同じクラスに好きな男子がいて、いつも見てるんだ。,同じクラスだと、毎日会えて良いね。,悲しい,自己開示
1_5221,うちのaibo、ついに壊れちゃったかも。,aiboって、犬のロボットだよね？,悲しい,質問(YesNo)
1_5253,今、夫と喧嘩中なんです。,あらま。喧嘩の理由はなんですか？,悲しい,あいづち
1_5285,特売日の今日は、スーパーはまるで戦場のようだったよ。,殺気立ってるよねー。戦利品はある？,悲しい,自己開示
1_5317,友達夫婦がやってたタイ料理屋さんが閉店したんだ,残念ですね、やっぱりコロナが原因なんですか?,悲しい,質問(YesNo)
1_5349,緑のスカートを洗濯したら、他の洗濯物が全部緑になっちまった、あーやっちしまった,今時、色落ちするものが売ってるんですね,悲しい,質問(YesNo)
1_5381,夏に富良野へ行った時に雄大な景色の中、ソフトクリームを食べてたらボタボタ溶けだしてみるみる無くなってしまったって全然味わえなかった、悲しい,残念、暑かったのかな?,悲しい,質問(YesNo)
1_5413,とうとう、来週転校しちゃうんだね。,うん。ずっと一緒だったから、離れるの初めてだね。,悲しい,あいづち
1_5445,またスマホ壊しちゃった。,えー。今年に入って2回目じゃない？,悲しい,あいづち
1_5477,雨で遠足が中止になってしまいました。,残念ですね。,悲しい,自己開示
1_5509,昔から好きだったアイドルグループが解散しちゃったの！,それはショックだね。,悲しい,応答(平叙)
1_5541,何年も愛用してたマスカラがどこにも売ってないんだよね。,特別なマスカラだったの？,悲しい,質問(YesNo)
1_5573,新しい友達ってどうやって作るんだろう。,趣味とかないの？自然に出来るんじゃない？,悲しい,質問(YesNo)
1_5605,今日はBBQの予定だったのに、雨が降ったから中止になっちゃったんですよ,それは残念ですね。,悲しい,自己開示
1_5637,アイドルグループのファンクラブ先行チケットの抽選に外れてしまったから、すごく悲しいの。,ファンクラブに入ってても、チケット取れないんだね。,悲しい,自己開示
1_5669,子供が骨折をしてしまって、本当に可哀そうで仕方ないの。,それは大変ね。治るまで時間がかかりそうなの？,悲しい,自己開示
1_5701,好きなアイドルが結婚しちゃったから、悲しい。,その気持ちわかるよ。喪失感があるよね。,悲しい,自己開示
1_5733,買いたかった学食のパンが売り切れていたんだ。ショックだった。,とっても気に入ってたパンなんだね。,悲しい,自己開示
1_5765,気づいたら、顔にシミができてたよ。悲しい。,それは、ショックだね。,悲しい,自己開示
1_5797,雨の日に道路を歩いていたら、転んじゃったんだ。,それは大変だったね。ケガはなかった？,悲しい,自己開示
1_5829,旅行先でソフトクリームを買ったんだけど、少し食べただけで落としちゃったんだ。,それは悲しいね。,悲しい,自己開示
1_5861,小学生になったばかりの子供なんですが、最近嘘をつくようになってしまって。ショックです。,あー、それはお辛いですね。でも、それはけっこう皆どこの家庭でも通る悩みなのかもしれませんよ。,悲しい,自己開示
1_5893,大好きなでよく買うお菓子があるんですが、この前発売中止になると聞きました。,おぉ、それは悲しい。,悲しい,自己開示
1_5925,海外旅行土産に頂いたいいウィスキーをちびちび楽しんでいたのですが、ついに飲み切ってしまいました。,いつかはそういう日が来ますね。,悲しい,自己開示
1_5957,片思いしていた人が、今度結婚するらしいです。,え？どうして分かったんですか？,悲しい,質問(What)
1_5989,お気に入りの人形が痛まないようにしまっておいたはずなのに。,どうしたんですか？,悲しい,質問(What)
1_6021,この前時間が空いて欲しかったものを買いに行ったら商品が在庫切れになってた。,何の商品？,悲しい,質問(What)
1_6053,昨日母から急に電話が入ったんです。,どうされたんですか。,悲しい,質問(What)
1_6085,昨日町へ買い物に出かけたんですよ。秋用の服を買おうと思ったんです。,それはいいですね。良い気晴らしにもなりますしね。,悲しい,自己開示
1_6117,新築ってお手入れをするのも楽しいです。でも先日ショックなことがありました。,どんな事でしょうか。,悲しい,質問(What)
1_6149,可愛い傘を探していた時に一目ぼれで購入した傘があります。,一目ぼれして買ったものは、お気に入りですよね。,悲しい,自己開示
1_6181,大好きなパン屋さんがあって週1で通ってました。デニッシュ系が美味しいお店なんです。,デニッシュはカロリー気になるけど、美味しいですね。,悲しい,自己開示
1_6213,新婚旅行に行けなくなっちゃった。,コロナの影響で？,悲しい,質問(YesNo)
1_6245,今日、友達が来ると思って朝から料理の仕込みをしたり準備していたのに、急に来れなくなっちゃったの。,それはがっかりだね。なんで急に？,悲しい,自己開示
1_6277,パソコンとスマホを買い換えたいし、新しいゲーム機も欲しい。,欲しいもの、いっぱいだね。,悲しい,自己開示
1_6309,この前、久しぶりに友人と会ったんですが、会わなければよかった。,どうしたの？けんかでもしちゃった？,悲しい,質問(What)
1_6341,友達が癌になってしまったらしい。結構進んでたって。どうなるんだろって考えると悲しい。,癌になっちゃったんだね。それは悲しいね。,悲しい,自己開示
1_6373,今日仕事の最終試験だったんだ。,おつかれさま。結果はいつでるの？,悲しい,自己開示
1_6405,今日は、近所の公園にお花見に行ってきたんだ。,どうだった？綺麗だった？,悲しい,質問(What)
1_6437,大学時代から行きつけにしていた居酒屋が、来月いっぱいで閉店らしいです。,それは寂しくなりますね。,悲しい,自己開示
1_6469,せっかく唐揚げ作ったのに、スーパーの総菜の唐揚げの方が美味しいと言われてしまいました。,それはとても悲しいですね。,悲しい,自己開示
1_6501,ケーキを作ったんだけど、膨らまなくて悲しかったな。,ケーキ作りって難しいんじゃないの？,悲しい,質問(YesNo)
1_6533,今度行く予定だった野外コンサート、中止になっちゃったよ……ショック。,えー、なんでそんなことに？,悲しい,質問(What)
1_6565,ケーキ取っておいたのに～～！悔しい！,ケーキがどうかしたの？,悲しい,質問(What)
1_6597,今日、学校の帰り道に捨て犬がいたんだ。すっごく可愛かったんだよ！,へー！それで、その犬、どうしたの？,悲しい,質問(What)
1_6629,メガネを踏んづけて壊しちゃった。,あら、床にでも置いてあったの？,悲しい,質問(YesNo)
1_6661,最近芸能人の自殺が多いですね。,確かに多いですね。,悲しい,自己開示
1_6693,尊敬していた上司が会社を辞めてしまい悲しいです。,それは残念ですね。上司は突然辞めたんですか？,悲しい,自己開示
1_6725,USBメモリーを道路で落としちゃって、通りかかった車に踏まれちゃった。,それで、メモリーは無事なの？,悲しい,質問(YesNo)
1_6757,家の前の花壇でいろんな花を育ててるんだけど、やっと花が咲き出したところなんだ。,綺麗だろうなあ。,悲しい,自己開示
1_6789,コップを落としてお気に入りのお皿が欠けちゃった,残念、でも欠けたくらいなら使えるんじゃない?,悲しい,質問(YesNo)
1_6821,初めてデートに行った人の服にタグが付いてたよ、なんか悲しい,はりきって服を新調したんだなって思うけどな,悲しい,自己開示
1_6853,帰ってきたら鍵がなくて、でもドアに鍵はかけてある、ゴミ収集の日だったから鍵も一緒に捨てたらしい、馬鹿だ、悲しい,それでどうしたの?,悲しい,質問(What)
1_6885,ネットで調べ物してたら、たまたま検索結果に亡くなった芸能人のブログがヒットしてきたよ。,亡くなった後も、そのまま残っているんだね。,悲しい,自己開示
1_6917,お菓子のカールが東日本で販売中止だって！東京で買えなくなっちゃうなんて、悲しいよ。,ロングセラーのお菓子だよね。定番中の定番だったのにね。,悲しい,自己開示
1_6949,男の人って、愚痴とか相談とかしないで抱え込む人が多いよね。,そうだね。話すことでストレス発散できる女性とは違う気がする。,悲しい,あいづち
1_6981,うちの庭によく来てた三毛猫が、車に轢かれちゃったみたい。,え！猫ちゃん、怪我しちゃったの？,悲しい,質問(YesNo)
1_7013,ほぼ毎日、夫のお弁当を手作りしています。,愛妻弁当ですね！健康的で、ご主人が羨ましいです。,悲しい,質問(YesNo)
1_7045,仔犬が捨ててあるのを見つけてね、飼いたかったから連れて帰ったんだけど、お母さんに駄目って言われちゃった。,そっかぁ、残念だね。でもそしたらその仔犬はどうするの？,悲しい,自己開示
1_7077,なんか、同じグループの子たち、今日みんなで遊びに行ったみたい。私誘われなかったの,え、ショックだね。何かあったの？,悲しい,自己開示
1_7109,眼鏡を椅子に置いたのを忘れて、思いっきり座っちゃった。,大丈夫だった？,悲しい,質問(YesNo)
1_7141,大好きな先輩の地方転勤が決まっちゃって、もうほんと悲しいわ。,えー！それはショックだね。,悲しい,自己開示
1_7173,50歳になって、めっきりシミが増えて悲しいわあ。,まあ、歳には勝てないわよ。,悲しい,自己開示
1_7205,また外れてしまいました。,何ですか？,悲しい,質問(What)
1_7237,やっとチケットが取れたのに、コンサートが中止になったんです！,わーガッカリですねえ。,悲しい,応答(平叙)
1_7269,今週に入ってからいつも来てくれてたネコが顔を見せないんですよ。,どうしたんでしょう、心配ですね。,悲しい,質問(What)
1_7301,さっき、虐待を受けて子どもが亡くなったっていうニュースがやってたんだけど、ひどいよね。,ひどいね。子どもに対して、よくそんなことできるよね。,悲しい,自己開示
1_7333,この前、修学旅行で、戦争を体験した人から、直に話を聞いてきたよ。,そうだったんだ。どうだった？,悲しい,自己開示
1_7365,今日、好きな人に告白したら、ふられてしまいました。,そうだったんですね。でも、勇気を出して告白したのはえらいと思いますよ。,悲しい,自己開示
1_7397,長年付き合ってた彼女にふられた。,え！いつ！？,悲しい,質問(What)
1_7429,首里城があんなことになるなんて。,首里城？どうしたの？,悲しい,質問(What)
1_7461,傘立てにあった自分の傘が、誰かに持ち去られたんですよ。,そのときは雨が降っていたの？,悲しい,質問(YesNo)
1_7493,出産後に腹筋をしたら、全くできなくてびっくりした。,そうなの？出産経験がないからわからないけど。,悲しい,質問(YesNo)
1_7525,愛猫が突然いなくなってしまいました！,それは悲しいですね。突然とはいつですか？,悲しい,応答(平叙)
1_7557,山へドライブに行ったんだけど、新しい道を作るために山を削ってて、ちょっと悲しい気持ちになっちゃった。,悲しかったの？,悲しい,質問(YesNo)
1_7589,懸賞に応募しようと思って、ポイントを一生懸命集めてたのにな。,何かあったの？,悲しい,質問(What)
1_7621,金魚すくいで捕った金魚を水槽に入れていて、朝になったら全金魚、飛び降り自殺してた,そんな残虐なことがなぜ起きたの?,悲しい,質問(What)
1_7653,やっと肌に合う化粧品を見つけたのに勝手に成分を変えてしまった、悲しい、どうしたらいいの,新しいのは肌に合わないの?,悲しい,質問(YesNo)
1_7685,洗濯してたら洗濯機が思いっきり途中で止まってしまった、ロックもかかってるの、どうしたらいいんだろう?,ロックかかってたら蓋を開けることもできないですね,悲しい,応答(平叙)
1_7717,今朝、家庭菜園を見たら、虫に食われて、ほとんど無くなっていました。悲しすぎます！,たった一晩でですか？,悲しい,質問(YesNo)
1_7749,今日、彼氏の家に行ったら、知らない化粧水が置いてあったの。浮気だよね、たぶん。,それはショックですね。彼には聞いたんですか？,悲しい,自己開示
1_7781,あらためてフランダースの犬を見たけど、ハッピーエンドにならないのは、やっぱり悲しいよ。,子ども向けのアニメとして放送されたりするのにね。,悲しい,自己開示
1_7813,父の定年後、両親の仲がどうやら上手くいっていないようで悲しいです。,上手くいっていない理由は知っていますか？,悲しい,質問(YesNo)
1_7845,夫が喫煙者なんですけど、私の車でもタバコを吸うので困ります。,喫煙しながら運転するのは、危険ですよね。,悲しい,自己開示
1_7877,今日急に雨が降ったでしょ。洗濯物干してたのが全部濡れちゃってショック。,そうなんだ。洗濯し直しだね。残念。,悲しい,あいづち
1_7909,お気に入りだった靴が傷んで履けなくなっちゃったの。悲しい。,修理できないの？,悲しい,質問(YesNo)
1_7941,友達がエプロンほしがってたからプレゼントしたんだよね。,なかなか自分じゃ買わないからね。,悲しい,自己開示
1_7973,クリスマスに仕事なんてほんと、悲しいわ。,世の中の人は美味しいもの食べたり、歌ったりしてるんだろうね。,悲しい,自己開示
1_8005,ひとりでいるよりも二人でいても孤独な方がずっと悲しいぞ。,何だよ。なんか意味深だな。,悲しい,質問(What)
1_8037,学生時代から愛読していた雑誌が遂に廃刊になりました。,最近雑誌も売れないらしいですからね。,悲しい,自己開示
1_8069,お気に入りのピアスを無くしてしまいました。,それは残念。,悲しい,自己開示
1_8101,子供のころ大好きだったお菓子が生産中止になりました。,そうなんですか？,悲しい,確認
1_8133,この間大切にしていたワイヤレスイヤホンを無くしちゃった。,それは残念。無くしやすいよね。,悲しい,自己開示
1_8165,大切にしていたワンピースにコーヒーを溢しちゃった。,あらそれは残念。何しろコーヒーは色が濃いよね。,悲しい,自己開示
1_8197,買った椅子が一日で壊れた。,不良品ってこと？気の毒だね。,悲しい,質問(YesNo)
1_8229,この間久しぶりに映画を観に行った。,どんな映画を観たの？,悲しい,質問(What)
1_8261,お花見に行く前に、雨で桜が散っちゃったんだ。,それは悲しいね。,悲しい,自己開示
1_8293,子供たちと雪だるまを作ったんだけど、除雪車に壊されちゃったんだ。,本当に？それは辛いね。,悲しい,確認
1_8325,彼女から別れを切り出されたんだ、辛すぎる。,それは辛いね。彼女のこと、好きなんだろ？,悲しい,自己開示
1_8357,今度、息子が早期退職するらしいんですよ。,それは、驚きですね。,悲しい,自己開示
1_8389,同僚が、病気で入院しちゃったんだ。,それは辛いね。重い病気なの？,悲しい,自己開示
1_8421,昨日、夫に料理を作ったんだけど、残されちゃって悲しかった。,それはショックだね。,悲しい,自己開示
1_8453,久しぶりにデパートに行ったら、お気に入りの口紅の色が廃番になってたの。とっても悲しいわ。,わかるわぁ、気に入ってた色が廃盤になるのって、すごく悲しいわよね。,悲しい,自己開示
1_8485,化粧品売り場によく置いてある、肌年齢を診断できる機械って使ったことある？,ないよ～！試したの？,悲しい,質問(YesNo)
1_8517,家の前にゴミが落ちていたんだけど、誰かがわざと捨てたのかな～。悲しい。,袋に入ってたの？,悲しい,質問(YesNo)
